SCENARIO,Rainfall (mm/year),Rate increase tariff tot (%/year),Rate increase costs tot (%/year),Rate increase discount tot (%/year),Area (m²),Demand non-potable (m³/year),V ideal (m³),Satis (%),Consumption (m³/year),Vextra  (m³/year),NPV,NPVV,BCR,REL,RH (%),Initial cost,V maxnpv (m³),Satis npv (%),Cons NPV (m³/year),Vextra NPV (m³/year),NPV max,NPVV NPV,BCR NPV,REL NPV,RH NPV (%),V maxBCR (m³),Satis BCR (%),Cons BCR  (m³/year),Vextra BCR  (m³/year),NPV BCR,NPVV BCR,BCR max,REL BCR,RH BCR (%),V maxNPVV (m³),Satis NPVV (%),Cons NPVV (m³/year),Vextra NPVV (m³/year),NPV NPVV,NPVV max,BCR NPVV,rel NPVV,RH NPVV (%),V maxREL (m³),Satis REL (%),Cons REL  (m³/year),Vextra REL  (m³/year),NPV REL,NPVV REL,BCR REL,REL max,RH REL (%),V maxsatis (m³),Satis max (%),Cons satis  (m³/year),Vextra satis  (m³/year),NPV satis,NPVV satis,BCR satis,REL satis,RH satis (%),V maxRH (m³),Satis RH (%),Cons RH  (m³/year),Vextra RH  (m³/year),NPV RH,NPVV RH,BCR RH,REL RH,RH max (%)
230,1447.053333333333333333333301,1.0182294817640791,1.1178671007547163,0.7401567361773302,200,113.0551,5,61.76529513481465823952365397,69.87983266666666666666666667,155.553234,-34357.51768704373589863222391,-16.38885706883525159873843235,-5.158707095580456325523057189,61.169921518525285,30.99804021651955229283133856,5578.69,1.75,47.31687544922397984577448179,53.53322333333333333333333333,171.8998433333333333333333333,-30933.64039862216734236538213,-19.26133496950657952308705375,-7.632989151739697683451165618,44.38766198211353,23.74683719868365954003790038,40,93.14018034401572229276294386,105.3766553333333333333333333,120.0564113333333333333333333,-127450.4192726387344922465124,-40.31582987379270919614324458,-3.163390549335076033232747382,92.93666727505018,46.74409876575338252655037889,5,61.76529513481465823952365397,69.87983266666666666666666667,155.553234,-34357.51768704373589863222391,-16.38885706883525159873843235,-5.158707095580456325523057189,61.169921518525285,30.99804021651955229283133856,40,93.14018034401572229276294386,105.3766553333333333333333333,120.0564113333333333333333333,-127450.4192726387344922465124,-40.31582987379270919614324458,-3.163390549335076033232747382,92.93666727505018,46.74409876575338252655037889,40,93.14018034401572229276294386,105.3766553333333333333333333,120.0564113333333333333333333,-127450.4192726387344922465124,-40.31582987379270919614324458,-3.163390549335076033232747382,92.93666727505018,46.74409876575338252655037889,40,93.14018034401572229276294386,105.3766553333333333333333333,120.0564113333333333333333333,-127450.4192726387344922465124,-40.31582987379270919614324458,-3.163390549335076033232747382,92.93666727505018,46.74409876575338252655037889
231,1484.153333333333333333333316,1.0626491103792555,1.0653969761611441,1.1440528776409853,200,113.0551,5,63.69787173678026538823081108,72.06630533333333333333333333,159.0819613333333333333333333,-1170.628439983944969389174651,-0.5414589775204723826594832006,0.7901606936424241229770475414,62.94944332907465,31.17752357505601022604827378,5578.69,1.75,49.15947791430508520278292624,55.61790133333333333333333333,175.5303653333333333333333333,-298.390711264096917585525857,-0.1788337352487523546888271998,0.9167248425944209161151025045,46.12155502828983,24.06156971686859574114623111,1.75,49.15947791430508520278292624,55.61790133333333333333333333,175.5303653333333333333333333,-298.390711264096917585525857,-0.1788337352487523546888271998,0.9167248425944209161151025045,46.12155502828983,24.06156971686859574114623111,1.75,49.15947791430508520278292624,55.61790133333333333333333333,175.5303653333333333333333333,-298.390711264096917585525857,-0.1788337352487523546888271998,0.9167248425944209161151025045,46.12155502828983,24.06156971686859574114623111,40,94.54918020663740336804686367,106.9707653333333333333333333,124.1775013333333333333333333,-26251.11726861560607447814677,-8.180153143342194053691899288,0.1424614044474597496852347686,94.28727870049279,46.27798723128358594656705191,40,94.54918020663740336804686367,106.9707653333333333333333333,124.1775013333333333333333333,-26251.11726861560607447814677,-8.180153143342194053691899288,0.1424614044474597496852347686,94.28727870049279,46.27798723128358594656705191,40,94.54918020663740336804686367,106.9707653333333333333333333,124.1775013333333333333333333,-26251.11726861560607447814677,-8.180153143342194053691899288,0.1424614044474597496852347686,94.28727870049279,46.27798723128358594656705191
232,1456.086666666666666666666680,1.1073896581308063,1.1193175389167387,1.2135963318495242,200,113.0551,5,63.06232488331006081954986643,71.32772933333333333333333333,155.3794706666666666666666667,-1405.721056687341346574173278,-0.6569306074117100015231912883,0.7480195069653733499129413396,62.33683249657691,31.46248964890984200472386114,5578.69,1.75,47.99208370077145723462298159,54.28227333333333333333333333,172.4249266666666666666666667,-550.039045863621735596590081,-0.3377646833162733761682236601,0.8464945911705430815567720157,45.12094933820173,23.94378005344926554310288043,1.75,47.99208370077145723462298159,54.28227333333333333333333333,172.4249266666666666666666667,-550.039045863621735596590081,-0.3377646833162733761682236601,0.8464945911705430815567720157,45.12094933820173,23.94378005344926554310288043,1.75,47.99208370077145723462298159,54.28227333333333333333333333,172.4249266666666666666666667,-550.039045863621735596590081,-0.3377646833162733761682236601,0.8464945911705430815567720157,45.12094933820173,23.94378005344926554310288043,40,94.22017736228294356919601921,106.5693553333333333333333333,120.1378446666666666666666667,-26511.92562324684036582171715,-8.292541991495091139121187249,0.1339416440178255783297388865,93.91145595618438,47.00748601426568425410985330,40,94.22017736228294356919601921,106.5693553333333333333333333,120.1378446666666666666666667,-26511.92562324684036582171715,-8.292541991495091139121187249,0.1339416440178255783297388865,93.91145595618438,47.00748601426568425410985330,40,94.22017736228294356919601921,106.5693553333333333333333333,120.1378446666666666666666667,-26511.92562324684036582171715,-8.292541991495091139121187249,0.1339416440178255783297388865,93.91145595618438,47.00748601426568425410985330
233,1485.976666666666666666666681,1.0102092403291956,1.183779554665091,1.1150501448703172,200,113.0551,5,63.18529398388675001375609872,71.48638666666666666666666667,160.03308,-5349.379221060651166535433838,-2.494358003202405141629498986,0.04110477171869181357353897808,62.51140719109326,30.87705223923575037030723406,5578.69,1,38.19126104894032785276296885,43.20871333333333333333333333,188.3107533333333333333333333,-3728.502274325727290392413923,-2.876350614409815250529263560,-0.3219107952114585470840384903,34.60485490052929,18.66310161967661754576720978,5,63.18529398388675001375609872,71.48638666666666666666666667,160.03308,-5349.379221060651166535433838,-2.494358003202405141629498986,0.04110477171869181357353897808,62.51140719109326,30.87705223923575037030723406,1.75,48.13191413370701681713562186,54.45533933333333333333333333,177.0641273333333333333333333,-3924.873805515701599093838240,-2.402503197155544061246469410,-0.09535743444129437710359714096,45.154225223580944,23.52084691510461899244181627,40,94.56437997388739500950069422,106.987962,124.5315046666666666666666667,-35335.69614458083748394134524,-11.00924362081684089653044182,-0.1543022315824339628305130032,94.3785362292389,46.21121650821586780895602155,40,94.56437997388739500950069422,106.987962,124.5315046666666666666666667,-35335.69614458083748394134524,-11.00924362081684089653044182,-0.1543022315824339628305130032,94.3785362292389,46.21121650821586780895602155,40,94.56437997388739500950069422,106.987962,124.5315046666666666666666667,-35335.69614458083748394134524,-11.00924362081684089653044182,-0.1543022315824339628305130032,94.3785362292389,46.21121650821586780895602155
234,1482.813333333333333333333313,1.2123987144070285,1.0404714558117378,1.5651183116247143,200,113.0551,5,64.46380536761220872574081820,72.92620933333333333333333333,157.9916573333333333333333333,-2069.040361946887932896709655,-0.9457232549912909833663961249,0.6291171651504407068869735269,63.62142922332755,31.58101639601728522233590702,5578.69,1,38.96065142713264580427893965,44.07516133333333333333333333,186.8427053333333333333333333,-798.573966468782921095913830,-0.6039486052997037402380874098,0.7168719583949233405319854248,35.22862097289404,19.08694288993951096031835850,1.75,48.91827565293230917958971545,55.33996,175.5779066666666666666666667,-948.831623835660719999561662,-0.5715168712540092909352552610,0.7351991873621938217064789581,45.76070092178516,23.96521360553016252820627709,1.75,48.91827565293230917958971545,55.33996,175.5779066666666666666666667,-948.831623835660719999561662,-0.5715168712540092909352552610,0.7351991873621938217064789581,45.76070092178516,23.96521360553016252820627709,40,95.60409367237197806632817348,108.1543993333333333333333333,122.7634673333333333333333333,-26351.63140264571959362403259,-8.121608726375716605500520460,0.1391779347022533981215956730,95.31806151318791,46.83673935436784449766843507,40,95.60409367237197806632817348,108.1543993333333333333333333,122.7634673333333333333333333,-26351.63140264571959362403259,-8.121608726375716605500520460,0.1391779347022533981215956730,95.31806151318791,46.83673935436784449766843507,40,95.60409367237197806632817348,108.1543993333333333333333333,122.7634673333333333333333333,-26351.63140264571959362403259,-8.121608726375716605500520460,0.1391779347022533981215956730,95.31806151318791,46.83673935436784449766843507
235,1467.813333333333333333333340,1.0297600023001494,1.0413601809564317,1.1029250257055028,200,113.0551,5,64.83333102423504823551133593,73.344244,155.0322893333333333333333333,-1257.831597264880548905990430,-0.5716565830146037312784856164,0.7745292179230463515796736456,64.11426485351829,32.11549055828269571187699378,5578.69,1.75,49.51835028621042432176700600,56.01880866666666666666666667,172.3577246666666666666666667,-427.753990719127868932834536,-0.2545299819235283921442162146,0.8806220181684119823585033068,46.42694168111709,24.52914397509609860674535154,1.75,49.51835028621042432176700600,56.01880866666666666666666667,172.3577246666666666666666667,-427.753990719127868932834536,-0.2545299819235283921442162146,0.8806220181684119823585033068,46.42694168111709,24.52914397509609860674535154,1.75,49.51835028621042432176700600,56.01880866666666666666666667,172.3577246666666666666666667,-427.753990719127868932834536,-0.2545299819235283921442162146,0.8806220181684119823585033068,46.42694168111709,24.52914397509609860674535154,40,95.63069377744881655786001076,108.1844913333333333333333333,120.192042,-26576.15738790738478093905210,-8.188529631301184217470139327,0.1318434012385471274679628364,95.38194761339783,47.37110672199829054240248852,40,95.63069377744881655786001076,108.1844913333333333333333333,120.192042,-26576.15738790738478093905210,-8.188529631301184217470139327,0.1318434012385471274679628364,95.38194761339783,47.37110672199829054240248852,40,95.63069377744881655786001076,108.1844913333333333333333333,120.192042,-26576.15738790738478093905210,-8.188529631301184217470139327,0.1318434012385471274679628364,95.38194761339783,47.37110672199829054240248852
236,1429.030000000000000000000005,1.1741233329403782,1.0684334937811386,0.7481730776375376,200,113.0551,5,61.86134532874828720351141188,69.98211466666666666666666667,152.3912186666666666666666667,461668.2333114636755349444612,219.8982009000660071198689038,83.75567083158656880646611681,61.239390344072284,31.47055162489507135148099292,5578.69,40,93.87262531021154155210970780,106.1956346666666666666666667,116.1776986666666666666666667,648638.8670902882357312717661,203.5987226550556000667471774,22.18892150051068695003561545,93.65702290773021,47.75556181796378462645401127,1,37.93051111785447694094477895,42.90979066666666666666666667,179.4635426666666666666666667,288916.7909801495178956728335,224.4373498381935071474386075,103.4331479008096030886542412,34.39810167016519,19.29628432665787264660031179,1,37.93051111785447694094477895,42.90979066666666666666666667,179.4635426666666666666666667,288916.7909801495178956728335,224.4373498381935071474386075,103.4331479008096030886542412,34.39810167016519,19.29628432665787264660031179,40,93.87262531021154155210970780,106.1956346666666666666666667,116.1776986666666666666666667,648638.8670902882357312717661,203.5987226550556000667471774,22.18892150051068695003561545,93.65702290773021,47.75556181796378462645401127,40,93.87262531021154155210970780,106.1956346666666666666666667,116.1776986666666666666666667,648638.8670902882357312717661,203.5987226550556000667471774,22.18892150051068695003561545,93.65702290773021,47.75556181796378462645401127,40,93.87262531021154155210970780,106.1956346666666666666666667,116.1776986666666666666666667,648638.8670902882357312717661,203.5987226550556000667471774,22.18892150051068695003561545,93.65702290773021,47.75556181796378462645401127
237,1476.873333333333333333333339,1.1652646822739996,1.181821062970205,0.9937222923267308,200,113.0551,5,63.01102169443117212203855714,71.28271333333333333333333333,158.7119533333333333333333333,55401.94359827083798111532326,25.90714307745245667374769931,10.93099519748737391414746531,62.32545404764078,30.99320274093312308691216028,5578.69,5,63.01102169443117212203855714,71.28271333333333333333333333,158.7119533333333333333333333,55401.94359827083798111532326,25.90714307745245667374769931,10.93099519748737391414746531,62.32545404764078,30.99320274093312308691216028,1.75,47.86956276818332543967446158,54.15357866666666666666666667,175.841088,38731.78349892937414084825463,23.84070419262988820932600886,11.80930218574213874811222811,44.811536004380756,23.54558018736666357480753177,5,63.01102169443117212203855714,71.28271333333333333333333333,158.7119533333333333333333333,55401.94359827083798111532326,25.90714307745245667374769931,10.93099519748737391414746531,62.32545404764078,30.99320274093312308691216028,40,93.79442790795477326828398189,106.107172,123.8874946666666666666666667,8009.08158428675311478136527,2.516035260490136995571912666,1.261630638542996236946984329,93.54750387879895,46.13462283183378165290789352,40,93.79442790795477326828398189,106.107172,123.8874946666666666666666667,8009.08158428675311478136527,2.516035260490136995571912666,1.261630638542996236946984329,93.54750387879895,46.13462283183378165290789352,40,93.79442790795477326828398189,106.107172,123.8874946666666666666666667,8009.08158428675311478136527,2.516035260490136995571912666,1.261630638542996236946984329,93.54750387879895,46.13462283183378165290789352
238,1457.590000000000000000000000,1.0709720089255748,1.1510115295518433,1.0477262431844756,200,113.0551,5,62.71655028767767277312501451,70.97548666666666666666666667,156.14558,-2941.187886141699174347651628,-1.381316293964451000757562789,0.4727816232589193566325335109,62.047258461819176,31.25006751171768595662342786,5578.69,1.75,48.11728548643618430865262964,54.45369266666666666666666667,172.667374,-2451.094670913222847688157360,-1.500415338170835801957769500,0.3159462180589857507728707213,45.28783870084847,23.97562386697725970524971117,5,62.71655028767767277312501451,70.97548666666666666666666667,156.14558,-2941.187886141699174347651628,-1.381316293964451000757562789,0.4727816232589193566325335109,62.047258461819176,31.25006751171768595662342786,5,62.71655028767767277312501451,70.97548666666666666666666667,156.14558,-2941.187886141699174347651628,-1.381316293964451000757562789,0.4727816232589193566325335109,62.047258461819176,31.25006751171768595662342786,40,94.62006643570090042646490498,107.080272,120.0407946666666666666666667,-36374.49902441056084921074439,-11.32312496193216021752688624,-0.1882365420161511205906260285,94.44393759693459,47.14678104130073358819495975,40,94.62006643570090042646490498,107.080272,120.0407946666666666666666667,-36374.49902441056084921074439,-11.32312496193216021752688624,-0.1882365420161511205906260285,94.44393759693459,47.14678104130073358819495975,40,94.62006643570090042646490498,107.080272,120.0407946666666666666666667,-36374.49902441056084921074439,-11.32312496193216021752688624,-0.1882365420161511205906260285,94.44393759693459,47.14678104130073358819495975
239,1486.243333333333333333333334,1.1523168707290188,1.0866875894783814,0.8767345438994133,200,113.0551,5,62.29175633820518498856206679,70.46902733333333333333333333,161.097906,210725.2694480145960407236981,99.67748831045054396083273033,38.77325312000032194667990121,61.68659304554166,30.43138600099496070826462270,5578.69,40,93.69229642205250189404498914,105.9916333333333333333333333,125.57530,267546.8770187127990301037418,84.14087936460167108476289852,9.739886032865778513254817996,93.4927443643333,45.77148896330621758316673883,1,38.35340375829701198340685705,43.388198,188.1787353333333333333333333,130363.5743763391588640629023,100.1528682802476677060606068,47.21936734679854172040208694,34.735785342703295,18.73678481441219011119607175,1.75,47.98893794398442642755856689,54.28862466666666666666666667,177.2783086666666666666666667,163953.1014711227636151405382,100.6675600261861877922569207,46.75618414628383189703603164,45.121839919686046,23.44403144490405077984651810,40,93.69229642205250189404498914,105.9916333333333333333333333,125.57530,267546.8770187127990301037418,84.14087936460167108476289852,9.739886032865778513254817996,93.4927443643333,45.77148896330621758316673883,40,93.69229642205250189404498914,105.9916333333333333333333333,125.57530,267546.8770187127990301037418,84.14087936460167108476289852,9.739886032865778513254817996,93.4927443643333,45.77148896330621758316673883,40,93.69229642205250189404498914,105.9916333333333333333333333,125.57530,267546.8770187127990301037418,84.14087936460167108476289852,9.739886032865778513254817996,93.4927443643333,45.77148896330621758316673883
240,1423.693333333333333333333317,1.236152742797641,1.1328703367546613,1.509828000333305,200,113.0551,5,62.91962597600684183390309529,71.185816,150.458984,-1797.577358318151635851593840,-0.8417301176581542760576506983,0.6777778728844672072024805393,62.12812557035955,32.11707019519519519519519520,5578.69,1,37.99793969055265552337621673,42.989994,178.654806,-694.183835011536238271512138,-0.5382522539326525131030196918,0.7538826483540257403647839995,34.35845957291477,19.39589559511434511434511435,1.75,47.63963318185734567952375862,53.898384,167.746416,-784.656725575773754182296527,-0.4852691721862964414556452051,0.7810172707627076001601096992,44.46979375798503,24.31745928620928620928620929,1.75,47.63963318185734567952375862,53.898384,167.746416,-784.656725575773754182296527,-0.4852691721862964414556452051,0.7810172707627076001601096992,44.46979375798503,24.31745928620928620928620929,40,94.42809118276439377889406812,106.833768,114.811032,-26143.97270327242066976870697,-8.157212584468118316850500855,0.1459614688121612852088333833,94.17776966599745,48.20043962231462231462231462,40,94.42809118276439377889406812,106.833768,114.811032,-26143.97270327242066976870697,-8.157212584468118316850500855,0.1459614688121612852088333833,94.17776966599745,48.20043962231462231462231462,40,94.42809118276439377889406812,106.833768,114.811032,-26143.97270327242066976870697,-8.157212584468118316850500855,0.1459614688121612852088333833,94.17776966599745,48.20043962231462231462231462
241,1463.490000000000000000000007,1.096091511063095,1.1003603971206934,1.0205575078630948,200,113.0551,5,61.47910763418473248408416754,69.53065666666666666666666667,158.44481,9171.23046914689316290492441,4.396732275526662489886319406,2.643975641081847738968274704,60.790578784005845,30.49918383030688682290959963,5578.69,5,61.47910763418473248408416754,69.53065666666666666666666667,158.44481,9171.23046914689316290492441,4.396732275526662489886319406,2.643975641081847738968274704,60.790578784005845,30.49918383030688682290959963,1.75,47.30444820883715967189241122,53.49962733333333333333333333,174.4758393333333333333333333,7223.45507199747120223628519,4.500626410592362383082696607,3.015928564211630196064480307,44.46777432901223,23.46727396398208930083704913,1.75,47.30444820883715967189241122,53.49962733333333333333333333,174.4758393333333333333333333,7223.45507199747120223628519,4.500626410592362383082696607,3.015928564211630196064480307,44.46777432901223,23.46727396398208930083704913,40,92.55207760874295567018290792,104.6730666666666666666666667,123.30240,-16831.45361592937603252383053,-5.360007800774403613703821464,0.4501711699651028975559775563,92.31331020631733,45.91418023927720877568112592,40,92.55207760874295567018290792,104.6730666666666666666666667,123.30240,-16831.45361592937603252383053,-5.360007800774403613703821464,0.4501711699651028975559775563,92.31331020631733,45.91418023927720877568112592,40,92.55207760874295567018290792,104.6730666666666666666666667,123.30240,-16831.45361592937603252383053,-5.360007800774403613703821464,0.4501711699651028975559775563,92.31331020631733,45.91418023927720877568112592
242,1473.483333333333333333333335,1.214867438953636,1.144091577479583,0.7123260839067379,200,113.0551,5,63.73529965560943744199868126,72.12181133333333333333333333,157.4792553333333333333333333,1119625.559760119333606744975,517.4696988614731009236646252,201.6968588970025818976757940,63.029197080291965,31.41179280235631890211892163,5578.69,40,94.77191371713219328289938489,107.2423306666666666666666667,122.358736,1523995.573975601064232358623,473.6921712728414979344843478,50.78397722133390296187296173,94.58941605839416,46.70811517716526287915038722,1,38.61262613003889770511552190,43.69340933333333333333333333,185.9076573333333333333333333,683762.8113386629710537101023,521.6368797730981754576366028,243.4226606744321906633871891,34.96350364963504,19.03014213638961026894183999,1.75,48.69783475097314960180872208,55.10566466666666666666666667,174.495402,865473.4049767014712159037014,523.5235555860043470279308983,242.5371233388967571398401149,45.70255474452555,24.00061352792786096231840967,40,94.77191371713219328289938489,107.2423306666666666666666667,122.358736,1523995.573975601064232358623,473.6921712728414979344843478,50.78397722133390296187296173,94.58941605839416,46.70811517716526287915038722,40,94.77191371713219328289938489,107.2423306666666666666666667,122.358736,1523995.573975601064232358623,473.6921712728414979344843478,50.78397722133390296187296173,94.58941605839416,46.70811517716526287915038722,40,94.77191371713219328289938489,107.2423306666666666666666667,122.358736,1523995.573975601064232358623,473.6921712728414979344843478,50.78397722133390296187296173,94.58941605839416,46.70811517716526287915038722
243,1453.233333333333333333333330,1.21882721274539,1.1675965843912768,0.9070763704952716,200,113.0551,5,61.49331179552600941691335664,69.565768,156.8555653333333333333333333,701897.4331917045531652685252,336.3231914062984508727858436,126.8176082900653295245422358,60.74655471388154,30.72403424883403212889244830,5578.69,40,92.83689307401870831627021669,105.023938,121.3973953333333333333333333,925612.0646039640139207085940,293.7781240577629117661120249,31.23673475627386147145754757,92.61659213288308,46.38429447166344749611344043,1.75,47.75984750027401266910591913,54.02946066666666666666666667,172.3918726666666666666666667,547018.1736491536351038631428,337.4814202594444030565146506,153.6623410003805645538928002,44.848042347357854,23.86235425401611155603712253,1.75,47.75984750027401266910591913,54.02946066666666666666666667,172.3918726666666666666666667,547018.1736491536351038631428,337.4814202594444030565146506,153.6623410003805645538928002,44.848042347357854,23.86235425401611155603712253,40,92.83689307401870831627021669,105.023938,121.3973953333333333333333333,925612.0646039640139207085940,293.7781240577629117661120249,31.23673475627386147145754757,92.61659213288308,46.38429447166344749611344043,40,92.83689307401870831627021669,105.023938,121.3973953333333333333333333,925612.0646039640139207085940,293.7781240577629117661120249,31.23673475627386147145754757,92.61659213288308,46.38429447166344749611344043,40,92.83689307401870831627021669,105.023938,121.3973953333333333333333333,925612.0646039640139207085940,293.7781240577629117661120249,31.23673475627386147145754757,92.61659213288308,46.38429447166344749611344043
244,1545.660000000000000000000011,1.1047885744343078,1.1604521581734555,1.0053057358641955,200,113.0551,5,64.62487894250328503386450938,73.10175533333333333333333333,167.8934446666666666666666667,1025.511203703535350757803250,0.4676181390480315008750420293,1.183826526246042592572414536,63.837166849215045,30.33328270991842714433039884,5578.69,5,64.62487894250328503386450938,73.10175533333333333333333333,167.8934446666666666666666667,1025.511203703535350757803250,0.4676181390480315008750420293,1.183826526246042592572414536,63.837166849215045,30.33328270991842714433039884,5,64.62487894250328503386450938,73.10175533333333333333333333,167.8934446666666666666666667,1025.511203703535350757803250,0.4676181390480315008750420293,1.183826526246042592572414536,63.837166849215045,30.33328270991842714433039884,5,64.62487894250328503386450938,73.10175533333333333333333333,167.8934446666666666666666667,1025.511203703535350757803250,0.4676181390480315008750420293,1.183826526246042592572414536,63.837166849215045,30.33328270991842714433039884,40,95.20554261045897638111395316,107.6936993333333333333333333,133.3015006666666666666666667,-49086.49153783599597535866490,-15.19324152409436096919500530,-0.6034959801228072356634196432,94.9707922599489,44.68707232896478159454351511,40,95.20554261045897638111395316,107.6936993333333333333333333,133.3015006666666666666666667,-49086.49153783599597535866490,-15.19324152409436096919500530,-0.6034959801228072356634196432,94.9707922599489,44.68707232896478159454351511,40,95.20554261045897638111395316,107.6936993333333333333333333,133.3015006666666666666666667,-49086.49153783599597535866490,-15.19324152409436096919500530,-0.6034959801228072356634196432,94.9707922599489,44.68707232896478159454351511
245,1470.243333333333333333333337,1.023362630362639,1.0718259289516234,1.3120768330108707,200,113.0551,5,62.90455108108924397433501723,71.18824466666666666666666667,157.9626886666666666666666667,-3324.542350743238172244579175,-1.556690699103550576025618151,0.4040639736670727048384873196,62.174984034303435,31.06609413766297846193949606,5578.69,1,38.50444605084374146020282280,43.57497,185.5759633333333333333333333,-1658.878159761716187710745980,-1.268983975404317499786954131,0.4118579563623574961848631893,34.942067329623214,19.01583788734295649097654414,1.75,48.22348448884914303756633896,54.57387666666666666666666667,174.5770566666666666666666667,-1950.422100429712983990192016,-1.191303861578774279238602753,0.4556743849950147818033115699,45.3334549767357,23.81569032812143611895973076,1.75,48.22348448884914303756633896,54.57387666666666666666666667,174.5770566666666666666666667,-1950.422100429712983990192016,-1.191303861578774279238602753,0.4556743849950147818033115699,45.3334549767357,23.81569032812143611895973076,40,94.35652647967526136370591656,106.7820273333333333333333333,122.368906,-28586.45189935949548522943134,-8.923615272859649173180595148,0.06617361985904640261603697686,94.15199343125627,46.59899297813609894381112420,40,94.35652647967526136370591656,106.7820273333333333333333333,122.368906,-28586.45189935949548522943134,-8.923615272859649173180595148,0.06617361985904640261603697686,94.15199343125627,46.59899297813609894381112420,40,94.35652647967526136370591656,106.7820273333333333333333333,122.368906,-28586.45189935949548522943134,-8.923615272859649173180595148,0.06617361985904640261603697686,94.15199343125627,46.59899297813609894381112420
246,1414.449999999999999999999988,1.13150047171905,1.1882812642485738,0.7274972174752118,200,113.0551,5,63.12404120243011742887408110,71.41056933333333333333333333,148.461964,-24881.22652131720034840686596,-11.61416615383433359379595945,-3.460048240952123231154064119,62.316327461896506,32.47816735029508005850662566,5578.69,5,63.12404120243011742887408110,71.41056933333333333333333333,148.461964,-24881.22652131720034840686596,-11.61416615383433359379595945,-3.460048240952123231154064119,62.316327461896506,32.47816735029508005850662566,5,63.12404120243011742887408110,71.41056933333333333333333333,148.461964,-24881.22652131720034840686596,-11.61416615383433359379595945,-3.460048240952123231154064119,62.316327461896506,32.47816735029508005850662566,5,63.12404120243011742887408110,71.41056933333333333333333333,148.461964,-24881.22652131720034840686596,-11.61416615383433359379595945,-3.460048240952123231154064119,62.316327461896506,32.47816735029508005850662566,40,94.47002626107719676615371939,106.8714586666666666666666667,113.0010746666666666666666667,-296005.0088200329840291585227,-92.32430950633136426457637155,-8.669520612881510328381115181,94.22287122387515,48.60609783607957095141184832,40,94.47002626107719676615371939,106.8714586666666666666666667,113.0010746666666666666666667,-296005.0088200329840291585227,-92.32430950633136426457637155,-8.669520612881510328381115181,94.22287122387515,48.60609783607957095141184832,40,94.47002626107719676615371939,106.8714586666666666666666667,113.0010746666666666666666667,-296005.0088200329840291585227,-92.32430950633136426457637155,-8.669520612881510328381115181,94.22287122387515,48.60609783607957095141184832
247,1452.516666666666666666666669,1.0687897582431654,1.0749060987994994,1.4950892270066092,200,113.0551,5,61.96503847618748139228714460,70.09942,156.30058,-3455.861575347016212932502779,-1.643314393256043208789508187,0.3805245361640427747495374758,61.3671625444921,30.96264134275618374558303887,5578.69,1,38.26515161296742216689212836,43.28836066666666666666666667,183.1116393333333333333333333,-1654.737863031423510303872798,-1.274197680814172596682973486,0.4133258656032449423500915435,34.726658756959026,19.12030064782096584216725559,1.75,47.85532454011027180872269764,54.13747133333333333333333333,172.2625286666666666666666667,-2002.411550054220271947976013,-1.232917792881411313760767088,0.4411651210083137450294357785,45.02144747649904,23.91231065959952885747938751,1.75,47.85532454011027180872269764,54.13747133333333333333333333,172.2625286666666666666666667,-2002.411550054220271947976013,-1.232917792881411313760767088,0.4411651210083137450294357785,45.02144747649904,23.91231065959952885747938751,40,93.42621817216663136034763034,105.690626,120.709374,-28406.27601788150607847040049,-8.958938962692082732884434642,0.07205937972115318585809498343,93.20982020626084,46.68313869257950530035335689,40,93.42621817216663136034763034,105.690626,120.709374,-28406.27601788150607847040049,-8.958938962692082732884434642,0.07205937972115318585809498343,93.20982020626084,46.68313869257950530035335689,40,93.42621817216663136034763034,105.690626,120.709374,-28406.27601788150607847040049,-8.958938962692082732884434642,0.07205937972115318585809498343,93.20982020626084,46.68313869257950530035335689
248,1419.383333333333333333333336,1.2443212356590514,1.1424880009105487,1.2638412463934507,200,113.0551,5,62.88172701725148744452147773,71.12995333333333333333333333,149.7175133333333333333333333,1888.029298375517603773305076,0.8847792947497681491394694556,1.338435958688422838295962865,62.121212121212125,32.20772889403002736126774679,5578.69,1.75,47.16026005204803435110859682,53.346294,167.5011726666666666666666667,1911.628244224889639261363604,1.194477379706320142414743690,1.533498989510712420848842401,44.258853596203,24.15526644030631096213615913,1.75,47.16026005204803435110859682,53.346294,167.5011726666666666666666667,1911.628244224889639261363604,1.194477379706320142414743690,1.533498989510712420848842401,44.258853596203,24.15526644030631096213615913,1.75,47.16026005204803435110859682,53.346294,167.5011726666666666666666667,1911.628244224889639261363604,1.194477379706320142414743690,1.533498989510712420848842401,44.258853596203,24.15526644030631096213615913,40,94.32585204427659156498968514,106.6986193333333333333333333,114.1488473333333333333333333,-21523.34967078019755564205551,-6.724032546144410764491071768,0.2969021905085396574093879815,93.99415845198978,48.31326387564026091009420680,40,94.32585204427659156498968514,106.6986193333333333333333333,114.1488473333333333333333333,-21523.34967078019755564205551,-6.724032546144410764491071768,0.2969021905085396574093879815,93.99415845198978,48.31326387564026091009420680,40,94.32585204427659156498968514,106.6986193333333333333333333,114.1488473333333333333333333,-21523.34967078019755564205551,-6.724032546144410764491071768,0.2969021905085396574093879815,93.99415845198978,48.31326387564026091009420680
